5.286970224,-0.051298193
6.330302468,-0.017848058
7.369522088,-0.034236953
8.404652736,-0.056657461
9.435711813,-0.073212538
10.46271248,-0.083853089
11.4856683,-0.089028373
12.50459477,-0.085614439
13.51950827,-0.0666947
14.53042678,-0.02708693
15.53734954,-0.056460094
16.54025405,-0.052420218
17.53910699,0.046051953
18.53388343,0.111991983
19.52460901,0.109770736
20.5113101,0.028404706
21.49396052,-0.117844848
22.47251848,0.013792597
23.4471656,-0.034781569
24.41807771,-0.305940898
25.38530581,-0.498416053
26.34896861,-0.573510413
27.30918315,-0.57199649
28.26593472,-0.524785229
29.21903419,-0.454266713
30.1683932,-0.641908373
31.11406206,-0.647044865
32.0559051,-0.511586533
32.99367125,-0.439282268
33.92707459,-0.441817918
34.85586354,-0.477699816
35.77981388,-0.514080901
36.69872804,-0.489052775
37.61287719,-0.536517118
38.52384947,-0.656949084
39.43318619,-0.8623332
40.34019006,-1.241581285
41.24358338,-1.106800067
42.14814043,-1.063734207
43.0529502,-1.064532989
43.95629866,-0.983007951
44.83830647,-1.5708
45.74318544,-1.3028767
46.63378293,-0.024693035
47.51618882,-1.415269376
