30,0,0,0,-8.44,-0.8
29.97908534,-0.001999872,-0.000664047,-0.012303965,-5.441046164,-0.801094803
29.95825333,0.020784259,-0.001860196,-0.011556599,-2.444180475,-0.803859246
29.93750363,0.033071001,-0.003182548,-0.014580907,0.550604411,-0.808672557
29.9168359,0.04545644,-0.005016712,-0.021480209,3.543311886,-0.81696734
29.89624982,0.065252472,-0.007589598,-0.029245128,6.533941177,-0.83020803
29.87574504,0.091502218,-0.010883269,-0.035946019,9.522485465,-0.849877768
29.85532123,0.120032948,-0.014735852,-0.040577058,12.50892903,-0.877453846
29.83497807,0.146508005,-0.018871485,-0.041885358,15.49324662,-0.914182671
29.81471522,0.166203113,-0.022832216,-0.037569044,18.4754094,-0.960668882
29.79453236,0.172174679,-0.025919016,-0.025136341,21.45539964,-1.016383968
29.77442915,0.151830107,-0.028406465,-0.024751188,24.43318578,-1.081152294
29.75440528,0.138430325,-0.030835583,-0.02396497,27.40874919,-1.154843921
29.7344604,0.132628005,-0.031945655,-0.000189934,30.38215376,-1.234686331
29.7145942,0.08829547,-0.030352876,0.029410128,33.35350606,-1.31639348
29.69480633,0.006393711,-0.026530662,0.045303443,36.32290215,-1.39643159
29.67509648,-0.077344074,-0.02261837,0.033449454,39.29040782,-1.473206194
29.65546431,-0.114449808,-0.021623426,-0.010210373,42.25599943,-1.548513414
29.6359095,-0.052571722,-0.022380167,-0.005012126,45.21967136,-1.621870044
29.61643173,-0.025344108,-0.023284279,-0.012328444,48.18142973,-1.693302121
29.59703069,-0.006835498,-0.028230502,-0.080918995,51.14108121,-1.771052161
29.57770608,0.120625063,-0.040992774,-0.166657387,54.09825026,-1.867248191
29.55845759,0.352206649,-0.061258648,-0.232071718,57.05242276,-1.993881451
29.53928494,0.615190634,-0.086324998,-0.265124361,60.00286879,-2.162541237
29.52018783,0.841035668,-0.113037879,-0.267683927,62.94847023,-2.383158903
29.50116597,0.989421354,-0.138762379,-0.247620409,65.8877033,-2.662403167
29.48221905,1.036867357,-0.165162563,-0.277657853,68.81815276,-3.008490212
29.46334676,1.119722042,-0.193909278,-0.295362447,71.73727324,-3.428375547
29.4445488,1.208763869,-0.222182018,-0.271536109,74.64321218,-3.922516942
29.42582484,1.224023155,-0.247551845,-0.238463493,77.53419275,-4.489164766
29.40717455,1.1732139,-0.270354589,-0.219410343,80.40835691,-5.126727644
29.38859756,1.104891647,-0.292193924,-0.217860081,83.26410508,-5.833531334
29.37009352,1.057088234,-0.314461477,-0.226988691,86.10008454,-6.608046744
29.35166205,1.044112766,-0.337171495,-0.227246099,88.91525693,-7.448319395
29.3333028,1.033592224,-0.36052636,-0.238934704,91.70819374,-8.35365963
29.31501548,1.041616028,-0.386354867,-0.274645047,94.47627302,-9.326763222
29.29679992,1.100058485,-0.417600588,-0.344218854,97.21510771,-10.37447505
29.27865589,1.241975914,-0.459080704,-0.473927637,99.91668097,-11.5108699
29.26058311,1.567327138,-0.508739693,-0.514138112,102.5732875,-12.74713978
29.24258156,1.842647761,-0.560569544,-0.520405284,105.1774125,-14.08997807
29.22465115,2.024008954,-0.612554626,-0.518433231,107.7192874,-15.54637513
29.20679172,2.136043745,-0.663106016,-0.493963668,110.1903517,-17.11849227
29.18900197,2.132428376,-0.719191169,-0.617541388,112.5757071,-18.81475806
29.17128311,2.361267882,-0.78142958,-0.625294149,114.863653,-20.63926184
29.15363424,2.578395764,-0.827498994,-0.320053438,117.0647372,-22.5689511
